seq;timestamp;data
204;1747216917.231001;317.647675 -656.474121 799.887207 -863.043091 382.934479 118.411583 41.478867 -399.112640 122.583031 -178.344727 171.919617 -75.643127 69.171997 -30.603191 23.212492 -682.085205 -80.218651 -2155.674805 -825.226868 -1043.332275 272.550873 -750.879089 -295.702393 31.736620 -334.029999 -9.467481 -6.620743 -9.876101 -49.532597 -52.774609
205;1747216917.418256;0.000001 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
206;1747216917.601378;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
207;1747216917.794005;-2296.547119 -2053.878174 -2542.079346 -3160.637695 -1702.735352 589.584534 -393.373322 -238.578049 -9.127016 -78.165077 113.645180 100.998611 -28.873945 -151.258347 13.176225 163.156616 -256.079315 -814.214661 -784.980896 -1467.200928 -908.379761 417.756866 -292.658966 -746.035156 115.283653 -139.359787 -198.317245 -45.360302 25.876806 12.207161
208;1747216917.976647;2188.301758 -26031.675781 -27091.429688 -26938.744141 -24533.251953 -25550.994141 -25999.058594 -22735.755859 -19549.269531 -17549.199219 -11455.904297 -3068.344971 1279.414551 2851.775146 6906.096191 748.340149 -11620.878906 7025.885254 -5394.206055 -3657.520752 -6185.902344 -11176.517578 -12385.688477 -12824.860352 -13377.604492 -17132.042969 -17494.531250 -15031.344727 -10851.247070 -5166.778320
209;1747216918.155421;-20373.425781 -44220.550781 -29321.773438 -40457.019531 -31742.453125 -32793.187500 -32712.019531 -26029.320312 -22267.523438 -12533.139648 -7950.527344 -1220.943359 2583.266357 4092.456055 6761.631348 -42238.351562 -8913.610352 -5204.591797 -6365.034180 -7554.037598 -3593.653809 -9329.761719 -14455.036133 -21277.271484 -17935.812500 -22361.509766 -17457.669922 -13761.928711 -8859.941406 -4848.511719
210;1747216918.338501;-1845.676270 -1428.316772 -2469.012695 -511.855164 -379.331207 -49.351219 -214.748062 167.750366 -205.317871 -156.708847 162.620132 -16.544361 -35.861748 -13.468493 -19.980309 275.274536 341.961090 -159.442978 -655.311890 -1201.156982 1533.348389 205.253540 77.538078 -240.650681 62.214310 -14.189579 -95.658173 -43.962383 -74.647362 45.522121
211;1747216918.523057;-0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
212;1747216918.713407;25.886457 146.782272 -28.503077 60.819187 -5.659955 -14.468310 6.567674 6.542360 1.050821 2.667031 -1.762557 -2.707478 1.651730 0.017828 -0.946693 -8.940890 -158.001877 -39.792679 -63.995014 31.633396 -6.026927 -8.177067 7.831244 -7.700799 -4.458513 -3.482527 0.833010 -1.166291 -1.722275 -0.735832
213;1747216918.887858;-34857.968750 -3156.789307 -20442.556641 -12894.829102 -18159.042969 -12270.058594 -10582.728516 -12390.533203 -11649.730469 -7888.319824 -7738.329590 -2695.201904 -45.280098 973.063538 2490.790039 -10478.203125 10708.582031 -5898.806641 5330.094727 901.367798 -5983.366699 -3842.715088 -2872.696777 -6736.886230 -6418.536621 -9268.358398 -7047.791504 -5843.046875 -3876.043945 -2660.189941
214;1747216919.082547;-0.000001 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
215;1747216919.266978;-20813.242188 -47069.523438 -26609.035156 -38842.171875 -40950.765625 -44884.683594 -61187.171875 -34111.992188 -38181.566406 -27586.035156 -15147.312500 -1920.599121 1048.494385 5693.279785 11428.708984 -9452.256836 97483.460938 -806.686096 -14074.412109 -5866.352051 -12341.575195 249.657791 -20205.498047 -23631.087891 -31133.171875 -28593.150391 -33931.898438 -24568.130859 -16464.148438 -8012.973633
216;1747216919.446680;-324983.500000 -8020.270508 -311887.781250 115682.296875 7392.890625 -441221.656250 -30246.966797 -71213.984375 -54360.082031 23204.626953 20076.101562 25428.769531 23755.183594 21548.533203 18431.519531 -6221.924805 104213.960938 -345864.687500 -300833.031250 -246178.203125 293855.187500 -305607.218750 -128664.882812 -160769.796875 -171879.937500 -76229.820312 -46428.488281 -31686.218750 -26271.138672 -10717.232422
217;1747216919.627251;-16047.438477 -8061.720703 -22707.017578 -40712.312500 -36714.082031 -42923.273438 -47858.546875 -42105.085938 -29493.697266 -36059.207031 -19696.515625 -8627.061523 3113.213623 5555.280273 13485.371094 4493.547363 -42443.488281 1104.568970 -27642.660156 -3560.063965 -8160.553711 -16307.730469 -13419.569336 -21116.238281 -25467.050781 -35124.097656 -28472.128906 -24000.761719 -16786.175781 -9794.422852
218;1747216919.812480;-15423.381836 -22684.742188 -17487.240234 -20624.212891 -19051.070312 -20592.679688 -23496.267578 -19655.070312 -19307.324219 -18332.294922 -18311.429688 -14873.908203 -9071.760742 -4199.840332 12669.187500 2087.894287 -8766.734375 688.172485 -4431.463867 -2222.350342 -3084.895508 -3048.328125 -5939.403320 -5905.623047 -10607.299805 -12780.036133 -16038.059570 -18698.601562 -20081.601562 -15414.337891
219;1747216919.994977;-8480.242188 -9784.239258 -19530.593750 -15202.596680 -12076.215820 -9935.187500 -4261.746094 -5576.420410 -3640.791260 -1701.496948 328.445038 -90.054924 628.484558 568.528076 587.008606 -5884.355469 -19907.234375 5651.340820 6565.154297 -3328.158203 -7376.129395 -2278.156494 -7439.108887 -6804.429688 -5475.584961 -3769.148682 -2572.884521 -1866.365845 -1560.930054 -687.766418
220;1747216920.180075;19.466377 -1.236274 30.317833 -50.181515 35.628731 23.720242 15.472568 -6.948541 -10.343865 -8.522973 -6.207348 1.873303 3.018408 1.462594 0.375836 61.487206 59.517975 -34.033379 -72.579903 5.678944 -5.802011 -16.064434 -12.758734 -0.868078 3.977916 0.241035 -3.834359 -1.150082 1.718423 -1.881336
221;1747216920.359333;-1012.247375 -6165.809570 -2745.483154 -6237.571289 -7029.802734 -6203.775879 -6079.813477 -6737.952148 -5609.100586 -1883.630249 -2016.747559 905.100220 688.884033 969.377441 1846.117065 -19739.886719 2608.453125 -5588.603516 -2146.237305 -1731.257935 -3346.431641 -2940.407227 -3034.050537 -3723.124756 -6084.162109 -3798.723145 -4165.294922 -3093.731201 -2030.840698 -1072.062988
222;1747216920.546791;-0.000000 0.000001 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
223;1747216920.731365;-25601.988281 -2727.145020 -19280.962891 -9657.064453 -13640.146484 -10418.929688 -8029.513184 -11803.135742 -8524.272461 -7704.377441 -5011.057617 -2730.233643 -14.983891 797.882202 2197.341797 -7655.966797 9184.286133 -7123.137207 4155.036621 1200.815430 -4575.498047 -2010.705566 -4919.147461 -5193.226074 -7095.973145 -5906.909668 -6195.756348 -5003.055664 -3676.127686 -2131.407471
224;1747216920.922574;0.000000 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
225;1747216921.107813;-29222.035156 -18558.324219 -24618.113281 -26641.632812 -27550.451172 -24899.060547 -25379.242188 -27205.166016 -22885.173828 -11837.365234 -11870.715820 -5673.335938 709.225342 3394.782715 6749.702637 10808.307617 -6845.810059 6364.301270 -7685.828613 -461.316376 -2413.525146 -8851.802734 -9603.014648 -13637.677734 -19392.300781 -19311.691406 -18553.195312 -15348.445312 -10323.797852 -6891.607910
226;1747216921.292728;-21059.343750 -16854.605469 -20854.630859 -20428.232422 -17189.013672 -21078.259766 -16922.117188 -15729.845703 -13405.841797 -15034.126953 -9204.911133 -3975.230713 -625.320862 4094.881836 4656.595215 9446.663086 -7037.587402 371.550140 -4992.536133 778.229004 587.333618 -4772.047363 -5232.445801 -6810.570312 -11670.650391 -10131.311523 -11500.333984 -9370.015625 -6951.539551 -4126.374023
227;1747216921.475954;-3689.013916 -4612.021973 -4646.639648 -7153.401855 -740.857178 -2472.852295 -3885.251953 -1823.330811 427.523956 -729.876709 -479.046539 -299.357483 -8.988661 249.343689 157.710159 800.067871 1305.506470 10729.430664 -1640.038086 -578.398132 -70.179680 -3073.785156 -111.789864 -1430.333618 -2052.708496 -1649.591187 -593.621826 -391.875397 -468.423615 -56.172009
228;1747216921.652764;-2133.920654 -1850.602173 -2274.846436 -2342.176514 -2345.329102 -280.412628 474.267883 1101.876343 13.677008 672.915710 147.455627 135.787872 41.474953 17.877888 4.162451 -202.155212 -577.294556 -1170.791626 368.831696 -1342.669556 -1967.180176 -891.041443 -327.338928 -343.262238 177.367767 -526.213684 -444.334106 -43.110901 20.158009 -101.492699
229;1747216921.854018;-2981.201904 -2382.192139 -2813.534912 -2222.815430 -2154.291016 1448.462891 405.106232 -504.715240 87.284515 137.891434 452.029602 -102.113785 -123.056198 79.904587 -0.732255 473.527557 37.776196 -258.982452 -821.628113 -2687.468506 -1858.638428 625.145203 -654.582886 -29.402119 -469.557800 -244.750809 53.977242 -105.275948 -207.801666 -27.896074
230;1747216922.048750;25334.789062 -38705.539062 -12853.100586 -22222.906250 -25427.882812 -22567.226562 -18729.304688 -18906.361328 -17339.546875 -9158.335938 -7851.255371 -2211.012695 2071.222168 4783.676270 5617.805176 -6356.479004 14177.380859 -21290.980469 315.562714 -7337.145508 -4175.132812 -5111.358398 -17188.326172 -14694.665039 -19020.318359 -15120.808594 -14718.567383 -11477.024414 -6866.728516 -4572.130371
231;1747216922.229952;-14525.194336 -48033.718750 -23614.607422 -34034.472656 -35393.687500 -27586.806641 -30134.648438 -24820.193359 -23821.066406 -17062.035156 -12054.284180 -2343.885498 3584.051270 8543.649414 9491.864258 -6868.014648 11132.472656 -4079.904053 -8683.165039 -12267.185547 -10483.646484 -11420.875977 -20082.322266 -23341.941406 -19136.687500 -20029.386719 -19346.328125 -17432.785156 -14322.851562 -6262.617188
232;1747216922.410161;-32029.890625 -31706.107422 -29091.068359 -34722.085938 -35853.277344 -27118.625000 -30611.630859 -23361.794922 -22621.683594 -21778.105469 -14617.370117 -6291.684082 1283.185303 6651.767578 8643.373047 6372.411133 -1266.176270 -3625.810791 -2175.691650 -6679.025879 -6447.993164 -9198.336914 -10383.444336 -13884.468750 -14693.903320 -20615.492188 -20944.503906 -16265.422852 -11223.069336 -6828.732910
233;1747216922.599396;-3174.672852 -4224.713379 -3301.461914 -5601.274902 -4850.047363 -5675.553223 -4492.675781 -2191.521973 -2736.537598 -1758.156006 -259.317871 -454.970978 390.816010 523.011292 714.355469 -8488.564453 2327.477783 -4010.310303 -1746.660278 -241.360458 -2463.085938 -143.266693 -3124.607666 -2965.908936 -2612.028320 -2009.907715 -2183.246826 -1333.072144 -842.927185 -480.494843
234;1747216922.797849;0.289586 -0.922177 1.323411 -0.892239 0.440128 0.194800 -0.237238 0.361664 -0.246570 -0.227193 0.035212 -0.075014 -0.064679 -0.007900 -0.016071 0.832694 -0.816363 0.876744 -1.535963 -0.964190 1.098385 0.416016 -0.088731 -0.026432 0.106135 -0.140365 -0.081501 0.051988 -0.067004 0.049809
235;1747216922.978746;-439.193817 -298.705139 -562.809326 -209.302170 203.964859 487.617645 -321.368958 35.806942 -106.503212 -23.119301 87.942154 46.647564 -3.003294 30.610352 3.004456 -998.629333 -639.189575 -81.306076 -495.721008 -122.260933 -355.654907 -307.970795 -66.573814 -232.967422 65.260384 -55.316139 42.390991 -18.262403 -4.768393 -11.609248
236;1747216923.159152;3307.437988 -6899.958984 28377.912109 -8108.493164 -4283.396484 -5851.521484 -5998.030273 -6476.366699 -5325.725586 -3925.526611 -2131.519775 -1208.026367 112.774063 612.463318 1663.901855 19979.933594 1732.097900 14904.547852 -2664.568848 -1718.863892 86.431534 -909.519653 -1336.209473 -3547.093506 -3121.775391 -3653.895996 -2599.041016 -2419.287109 -1375.021484 -1047.543213
237;1747216923.339536;-11112.936523 -23976.845703 -27865.896484 -37760.343750 -39289.296875 -34298.835938 -36863.515625 -39911.285156 -34379.105469 -32271.181641 -23145.923828 -12839.695312 -2603.842285 13055.373047 17839.904297 12824.330078 7418.607910 2102.187012 1129.406372 -10101.108398 -2424.105469 -1318.390747 -16683.439453 -12606.195312 -25134.113281 -27481.142578 -25815.152344 -29673.023438 -22699.884766 -17052.216797
238;1747216923.527208;627.578430 -18134.916016 -15285.726562 -20236.134766 -21841.761719 -18141.369141 -16852.097656 -18991.556641 -19387.302734 -16321.459961 -19681.373047 -16583.837891 -12366.843750 -6282.830566 9420.923828 -1968.890381 -2204.990967 -10182.538086 2796.325928 439.297943 -2115.722900 -1849.618286 -4547.412598 -6047.480469 -9094.411133 -11054.041992 -12874.916992 -17373.732422 -32947.082031 -26781.220703
239;1747216923.705937;-0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000001 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000
240;1747216923.892830;-902.804199 -1503.467773 -1459.708374 -1210.611694 789.942566 -2829.069580 58.655338 -1903.057739 -385.419678 -592.860840 614.880798 143.999893 150.050339 494.781647 379.308411 404.264252 952.638794 480.071655 -923.572449 -405.573395 -364.235504 -1209.624756 -622.578552 -437.036713 -361.076019 -1255.860596 -313.239166 -6.214764 356.551575 -169.442902
241;1747216924.084641;-6300.365723 -14260.457031 -16544.693359 -19223.191406 -19476.167969 -19871.144531 -18058.996094 -20586.242188 -20016.617188 -23619.490234 -16195.825195 -14605.810547 -9634.451172 -4011.052246 10475.199219 8580.821289 -3492.625000 -3615.663330 -2042.624146 -3242.381348 -2972.402832 -2588.693359 -3421.042480 -3374.927002 -10067.356445 -10179.137695 -11837.740234 -18211.539062 -16906.027344 -15972.640625
242;1747216924.267351;-68.593224 -262.651581 80.291191 256.147858 -413.838470 1010.128052 128.244217 -644.664917 -210.035522 -21.265690 129.658554 132.387222 27.475817 62.652393 60.000828 -90.089905 440.974274 126.086296 663.076233 428.518646 -1112.970947 -50.707729 -73.149651 251.867599 136.942566 -117.748482 -38.112492 33.006397 -57.078556 23.871998
243;1747216924.466884;-0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000001 0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
244;1747216924.662181;-5719.873047 -16854.345703 -62737.246094 -29287.291016 -38586.898438 -24599.279297 -31624.623047 -28453.697266 -22406.193359 -22699.597656 -13448.777344 -7926.872070 230.098022 4673.874023 9045.830078 8467.153320 1052.360474 -38079.609375 8503.695312 -545.031006 -14920.505859 -10790.033203 -17468.755859 -17335.931641 -23064.269531 -21784.835938 -21180.648438 -18559.822266 -10815.660156 -6122.269531
245;1747216924.848608;-42875.421875 -35149.382812 -38729.285156 -43140.445312 -35233.441406 -35127.742188 -31191.824219 -23736.482422 -20087.712891 -8518.546875 -5126.915527 -804.131470 2654.899658 4627.709473 4960.814941 -3433.628418 -5344.775391 -6358.156250 -5807.249512 -9218.137695 -10158.399414 -16114.524414 -17487.257812 -20169.314453 -20863.714844 -17856.882812 -14279.402344 -10899.031250 -7671.542480 -3507.973145
246;1747216925.029411;-11184.664062 -32085.509766 -18203.833984 -24157.751953 -23587.056641 -23495.404297 -25410.818359 -21090.771484 -20063.593750 -14211.741211 -9915.875977 -2641.500244 1496.406372 5972.169922 6491.469238 -3095.844482 9440.213867 -3862.285156 -7715.456055 -2112.997070 -5127.517578 -8127.817871 -15652.072266 -15010.449219 -17819.156250 -15468.223633 -15650.062500 -12702.772461 -8965.729492 -4889.899902
247;1747216925.218020;-1949.279175 -2202.128174 -2520.092529 -1287.871216 -1960.108887 -1461.699829 -1213.913452 -1572.242676 -1324.309082 -409.218475 -349.767761 -277.016693 -114.766273 -191.471878 -79.064285 796.824768 -583.998901 -509.273682 -687.235657 -297.026886 -738.043823 -460.107605 -947.002563 -838.435364 -442.586731 -607.792664 -507.028351 -278.237701 -42.034985 -68.050232
248;1747216925.396515;-11642.090820 -26884.791016 -9317.627930 -3646.718506 -8213.251953 -4944.064941 -2663.462402 -4684.166504 -1789.157471 -1350.209595 -55.452915 -470.243317 226.603943 -47.476799 59.843456 -5560.810547 62173.773438 -6761.977051 4349.924805 720.919678 -4724.575684 -1363.436890 -2558.600098 -2656.847168 -3024.797852 -2085.650146 -1310.211060 -871.168274 -802.906311 -366.599182
249;1747216925.587563;-5278.803711 -2654.948975 -3868.762207 -4252.364258 -2450.152588 -1362.780396 -2651.129395 -2438.487549 -2211.749756 -864.313782 -260.410309 103.089249 168.191147 635.811279 420.121124 1484.408203 1683.549194 1018.662292 453.026184 -673.456543 -113.469177 -1246.217163 -2282.048340 -1588.121704 -1223.586548 -2046.089233 -1247.765503 -807.289978 -539.220032 -241.998383
250;1747216925.766304;-459.635864 -29201.560547 -24841.162109 -51803.042969 -51620.210938 -44800.074219 -47236.156250 -35627.375000 -40762.335938 -18025.896484 -25888.642578 -7703.692383 4656.808594 7524.017578 12039.598633 12582.268555 12160.475586 42768.964844 -6502.363770 816.118164 -8711.900391 -25877.595703 -21176.101562 -33277.710938 -24682.207031 -35572.238281 -35923.390625 -25213.191406 -17143.748047 -10280.258789
251;1747216925.950731;-10522.957031 -6898.012695 -6402.433594 -4863.309570 -4279.529785 -1800.324951 -3975.111572 -2773.529297 -1937.932983 -1514.063354 -1327.092163 -567.573120 -239.553833 100.116127 295.539795 -1519.852661 -3541.712158 -204.059921 445.947479 -304.121399 -1449.359619 -359.287384 -1568.371704 -1792.917114 -565.312988 -2435.290771 -1055.564819 -902.746033 -879.143860 -362.203644
252;1747216926.136682;-15056.589844 6760.157227 -18234.671875 -9434.184570 -17001.757812 -8244.497070 -2803.095947 -4884.646484 -4729.898926 -1272.104248 -1729.493652 -500.730804 447.408600 531.919312 627.313110 -9035.946289 17780.390625 -5000.570801 2233.067871 626.512451 -9026.497070 -3679.501953 -5310.847168 -5350.089844 -5053.586426 -4090.090332 -2997.630371 -1986.107178 -1196.208374 -730.749573
253;1747216926.316953;0.907373 0.554188 0.491370 -0.401760 0.347673 0.368885 -0.302436 0.296610 -0.239254 -0.139037 0.024354 -0.055407 -0.044894 -0.004667 -0.011390 -0.284466 -1.484319 -0.248663 -0.626576 -0.337918 0.427916 0.264041 -0.130672 -0.016081 0.038243 -0.103140 -0.055450 0.033302 -0.044706 0.029646
254;1747216926.494205;-2597.169922 -3564.247070 -3288.652832 -4274.093262 -2730.154785 240.401291 -60.922012 -620.071106 456.868958 90.371033 345.723969 26.613102 34.844788 -155.117599 9.418179 -632.981506 -929.860901 -1480.505493 -1118.005005 -2067.838135 -1060.310791 16.606068 -1401.519165 -273.189026 -577.928467 -597.634399 -154.663330 -46.597752 -187.208527 -4.956487
255;1747216926.679745;-251.630478 -615.820618 -483.423096 -409.730591 -496.413025 -994.425720 -150.799347 548.744507 -17.815672 -189.668427 -36.122261 -118.403557 1.829899 -5.212581 6.812882 -86.735458 -87.994034 -211.697556 -424.537659 -400.355896 -679.157959 -785.381287 -77.940453 -422.373077 110.494507 17.636940 30.662647 35.930813 -1.957809 -57.112858
256;1747216926.867058;0.000000 0.000000 -0.000000 0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 0.000000 -0.000000
257;1747216927.042879;12979.356445 -43034.664062 -8721.665039 -31041.392578 -16394.593750 -18215.376953 -21143.978516 -17108.386719 -19874.382812 -8795.605469 -5764.653809 -3738.617432 1284.716064 3905.241211 4850.736816 -11644.333008 -11013.416992 6607.941406 -7169.901855 -8304.298828 -2863.137207 -4161.832031 -12063.357422 -11650.929688 -14337.455078 -14178.297852 -11796.002930 -9100.670898 -6488.214844 -3078.691162
258;1747216927.232440;-44979.125000 -14934.887695 -32281.701172 -24671.119141 -24690.931641 -25308.599609 -21880.601562 -20315.644531 -15584.580078 -12096.993164 -8629.524414 -2297.188232 1240.764526 3839.909180 4040.662109 2015.358887 5544.276855 -2844.243164 2354.321289 -818.818848 -11795.955078 -5996.544434 -11465.310547 -11380.291992 -16881.457031 -13547.299805 -12090.079102 -9960.611328 -6322.867188 -3806.487061
259;1747216927.427435;11917.436523 -9067.108398 1040.197510 -8427.374023 -4703.813965 -7614.720703 -5380.268066 -5815.616211 -5476.956543 -4549.180664 -1904.173584 -1079.241699 725.876648 1930.177490 1930.787109 -11279.616211 -4254.798828 -3060.873779 -2378.648438 -510.809662 -2592.290039 -2999.336914 -1225.047485 -5138.702148 -4298.635742 -4447.836426 -3764.841797 -3548.205566 -2536.440918 -1422.622559
260;1747216927.618334;-28216.066406 10095.395508 -34026.125000 -62401.980469 -41547.386719 -34886.199219 -47735.730469 -58533.742188 -34480.148438 -38326.437500 -28714.724609 -18297.115234 -2154.552979 11316.901367 28597.841797 -9491.056641 99411.195312 9315.166992 -22494.623047 -494.332397 -1024.502197 -17603.648438 -7798.252441 -14430.085938 -33827.398438 -28816.347656 -37712.941406 -34914.437500 -21505.328125 -13386.338867
261;1747216927.794339;-14212.947266 -23939.886719 -14617.583984 -20886.769531 -20438.117188 -19073.273438 -22342.558594 -19142.832031 -17075.777344 -14361.390625 -11693.221680 -5606.157715 -1039.039429 3440.862061 6190.588867 5288.469727 -11480.050781 1033.809692 -4131.521973 -2760.789551 -3106.423584 -4356.659668 -6713.775391 -9460.073242 -11475.528320 -12247.935547 -13713.939453 -12381.129883 -7140.149902 -6276.977539
262;1747216927.980912;-12439.683594 -22686.787109 -20139.712891 -27901.646484 -25611.113281 -30863.265625 -24771.712891 -29731.083984 -22500.171875 -30112.150391 -12300.578125 -8908.242188 -1.893319 7603.121582 9566.372070 18857.009766 546.169617 2642.653564 -2810.033447 -6972.724121 -5604.216309 -8222.176758 -9666.204102 -13758.894531 -17912.794922 -20845.876953 -21671.689453 -19242.730469 -17456.398438 -8049.225098
263;1747216928.185953;53.191200 -43122.664062 -23265.433594 -34110.710938 -33943.164062 -28630.939453 -26165.173828 -23041.416016 -21622.792969 -24070.625000 -12489.433594 -4015.744873 1735.841919 8200.517578 8912.954102 -12063.743164 13866.769531 -21508.339844 3112.581055 -4412.957031 -4278.791016 -8162.837891 -12314.286133 -13730.744141 -16393.560547 -19911.265625 -18988.345703 -16694.142578 -12219.743164 -7204.837891
264;1747216928.371843;-49029.000000 -31861.537109 -40158.609375 -31969.353516 -34634.214844 -36329.597656 -32781.457031 -34340.937500 -31190.824219 -31299.724609 -23739.447266 -17680.664062 -6291.505371 9717.055664 18452.550781 -6172.900391 323.948517 489.328491 -4487.219238 -5070.035156 -720.792725 -7351.005371 -9798.938477 -6035.073730 -23025.664062 -26636.494141 -28801.414062 -27783.945312 -21803.968750 -12598.591797
265;1747216928.552878;-15379.387695 -13242.587891 -18216.408203 -39170.460938 -26805.554688 -33310.937500 -32737.101562 -28170.496094 -25580.914062 -30840.410156 -18139.017578 -9450.630859 -2240.464844 2659.563965 11871.505859 4161.413574 -28411.230469 -574.950317 -10450.537109 -3292.441895 -752.791443 -5199.577148 -9356.663086 -9789.220703 -19608.738281 -20301.574219 -25599.220703 -22253.492188 -17468.996094 -11175.926758
266;1747216928.732562;-19064.845703 -27666.994141 -22035.792969 -26820.832031 -24681.417969 -25233.107422 -24688.111328 -24702.548828 -22985.876953 -20555.244141 -14627.920898 -8078.603027 -2684.612305 1914.561035 8137.409180 -1233.659302 -5676.553711 1791.309082 -1090.465332 -4542.837402 1004.737976 -7419.678711 -5792.578125 -9152.993164 -15643.894531 -16126.062500 -17647.443359 -17299.419922 -11211.740234 -8277.676758
267;1747216928.915630;-18202.171875 -13280.910156 -18346.001953 -33243.632812 -28129.544922 -28108.789062 -36026.910156 -27575.851562 -26932.736328 -22304.697266 -18558.166016 -10148.744141 -626.419800 4223.047363 11688.378906 5915.880859 -20876.548828 1488.866333 -13754.024414 -2592.245850 -3882.643066 -8259.758789 -9047.258789 -17521.132812 -17658.105469 -23767.033203 -21916.460938 -21049.640625 -14510.346680 -9249.591797
268;1747216929.101658;-12283.662109 -20058.554688 -11410.325195 -20174.798828 -16417.509766 -16372.283203 -20185.763672 -15916.567383 -16750.500000 -15399.478516 -15888.680664 -12440.532227 -6844.121094 -1543.355469 8791.250000 -15301.101562 -6252.508301 -920.750916 -7545.400879 -3332.663574 -715.312744 -1848.610962 -2878.640625 -7960.699707 -5922.577148 -10141.869141 -14089.066406 -16858.171875 -20070.376953 -9763.316406
269;1747216929.282080;-27760.871094 -32734.490234 -27091.248047 -35865.277344 -31210.066406 -32897.316406 -30772.513672 -32722.333984 -26970.542969 -32928.203125 -18202.820312 -17062.289062 -4475.806152 -354.774353 15413.339844 -4649.888184 -84.184578 -1655.780029 -1936.896240 -1824.759888 -9539.228516 -8120.523438 -6136.777832 -9600.858398 -14124.461914 -23657.623047 -25440.587891 -24511.697266 -23081.615234 -14557.573242
270;1747216929.472385;-12479.383789 -18906.728516 -18684.017578 -23115.296875 -18560.689453 -19601.183594 -19088.103516 -16576.771484 -15469.440430 -13756.959961 -9960.754883 -3764.539795 405.789642 4453.642090 5997.691895 -2438.609375 -8095.235840 -3534.374756 -2933.562256 334.120361 -3822.385254 -5239.845703 -5575.706543 -7269.527344 -11972.066406 -12350.294922 -12829.379883 -12026.776367 -7581.817871 -4773.393066
271;1747216929.653901;-22541.509766 -11751.230469 -28191.798828 -45397.835938 -40315.292969 -40579.472656 -40716.617188 -36631.113281 -28785.605469 -25627.882812 -26760.220703 -11345.266602 -2174.147705 13818.927734 14470.936523 5770.299316 29913.517578 5712.093262 6903.154297 -4003.572510 2225.379883 -3540.845947 -12256.773438 -21706.119141 -20291.875000 -29077.251953 -35382.644531 -30968.355469 -21557.728516 -11736.860352
272;1747216929.842376;-10429.372070 -4128.908203 -5723.736328 -5701.745605 -3763.435059 -5138.179688 -5196.049805 -4848.867676 -4989.018555 -5372.690430 -3585.674316 -2913.583496 -2039.094116 -766.561707 2068.898193 5195.906250 -4801.161621 -1448.952271 -529.542664 -2137.633057 -813.432129 -1048.418213 -1184.415283 -2231.554688 -2038.431274 -3157.643555 -4122.430664 -4260.630859 -4167.620605 -2653.354980
