seq;timestamp;data
2798;1745752149.520276;0.537728 0.244926 0.641442 0.285264 0.318956 0.138524 0.096184 0.100846 0.044499 0.027102 0.023112 0.020329 0.017017 0.016539 0.016066 0.378404 -0.116606 -0.410181 -0.144178 -0.157295 -0.172945 -0.142541 -0.134145 -0.104021 -0.073982 -0.052752 -0.035859 -0.024231 -0.015005 -0.008067
2799;1745752149.703097;0.274888 0.823006 0.732597 0.279247 0.249912 0.040364 0.077586 0.073297 0.043779 0.023997 0.023720 0.020587 0.017638 0.016390 0.016173 0.146640 -0.166410 0.253067 -0.234737 -0.170322 -0.222608 -0.136473 -0.120085 -0.087146 -0.072945 -0.050489 -0.037614 -0.023913 -0.015786 -0.008455
2800;1745752149.895780;0.691171 0.324615 0.729327 0.251062 0.243294 0.146897 0.099932 0.063588 0.043605 0.032464 0.025701 0.021074 0.017872 0.016683 0.016464 -0.795817 0.013570 -0.242540 -0.132196 -0.205805 -0.169887 -0.167694 -0.120995 -0.091831 -0.073158 -0.047635 -0.032880 -0.023775 -0.014699 -0.007512
2801;1745752150.078271;0.280837 0.442816 0.370588 0.211949 0.288894 0.104777 0.075514 0.058563 0.049588 0.035684 0.023073 0.020897 0.017775 0.017111 0.015954 0.109356 -0.107074 -0.042041 -0.119309 -0.178441 -0.210049 -0.139584 -0.102947 -0.092856 -0.072233 -0.051734 -0.035019 -0.024210 -0.015093 -0.007555
2802;1745752150.261319;0.424799 0.291676 0.402518 0.239079 0.202350 0.118531 0.112354 0.059003 0.044774 0.031818 0.022617 0.020030 0.017904 0.016907 0.016316 0.645456 -0.086320 -0.363816 -0.248072 -0.206414 -0.161115 -0.120910 -0.125390 -0.102800 -0.067231 -0.048844 -0.032474 -0.023596 -0.014976 -0.007962
2803;1745752150.449741;0.580273 0.350580 0.641175 0.297900 0.223401 0.066216 0.126659 0.066001 0.067361 0.029635 0.023649 0.020394 0.017728 0.016688 0.016222 0.545226 -0.066941 -0.109775 -0.175552 -0.224148 -0.171258 -0.143159 -0.127214 -0.098486 -0.072532 -0.051626 -0.034565 -0.024332 -0.014711 -0.007794
2804;1745752150.628261;1.481110 0.691424 0.376980 0.273464 0.194911 0.205235 0.070767 0.048271 0.044150 0.031662 0.027380 0.020426 0.018894 0.017400 0.015896 -0.489207 -0.115724 -0.348633 -0.117436 -0.288824 -0.247069 -0.156906 -0.127620 -0.091634 -0.073746 -0.051497 -0.034687 -0.023430 -0.015425 -0.008090
2805;1745752150.820577;0.534419 0.229618 0.582108 0.329388 0.244200 0.120609 0.118517 0.066188 0.044371 0.031995 0.024572 0.021619 0.018784 0.016445 0.016194 0.457814 -0.137269 -0.202856 -0.211616 -0.157344 -0.204466 -0.136237 -0.128425 -0.106236 -0.072076 -0.049737 -0.034431 -0.022945 -0.015366 -0.007755
2806;1745752151.025100;0.384751 0.457734 0.340703 0.314856 0.167603 0.158911 0.085524 0.061105 0.048691 0.019301 0.022755 0.020394 0.018116 0.016899 0.016552 0.122821 -0.162728 -0.064406 -0.077156 -0.179028 -0.211079 -0.150640 -0.133999 -0.101881 -0.074784 -0.050578 -0.035704 -0.023754 -0.015433 -0.007340
2807;1745752151.206832;0.870924 0.285849 0.216462 0.343220 0.196144 0.086795 0.083843 0.077408 0.034192 0.033463 0.025241 0.021100 0.018885 0.017430 0.016392 0.991579 -0.108996 -0.572582 -0.258070 -0.346971 -0.193564 -0.130197 -0.112612 -0.103488 -0.077224 -0.050749 -0.034676 -0.023069 -0.015135 -0.008465
2808;1745752151.387224;0.448922 0.565343 0.345491 0.227251 0.179783 0.233240 0.096521 0.059071 0.055134 0.033266 0.025955 0.022412 0.018857 0.017052 0.016600 0.318453 0.145741 -0.068409 -0.162389 -0.194716 -0.248462 -0.140947 -0.112285 -0.113255 -0.076970 -0.046433 -0.034063 -0.024497 -0.015071 -0.007966
2809;1745752151.575211;-0.440627 0.569285 0.162696 0.536615 0.208680 0.118736 0.057548 0.110684 0.040975 0.028426 0.023955 0.020859 0.017421 0.017062 0.016250 0.766654 -0.067111 -0.690056 -0.198717 -0.226378 -0.183535 -0.134226 -0.125333 -0.092054 -0.071347 -0.050327 -0.035633 -0.023169 -0.015535 -0.007439
2810;1745752151.774178;0.348965 0.473548 0.395931 0.209287 0.203588 0.112683 0.042430 0.057746 0.038293 0.033807 0.023320 0.021002 0.018425 0.016813 0.015980 0.156990 0.300553 0.018920 -0.129657 -0.136392 -0.169051 -0.196984 -0.106962 -0.094939 -0.074143 -0.051371 -0.034427 -0.023904 -0.014917 -0.007862
2811;1745752151.957083;0.125515 0.160386 0.576230 0.249867 0.193074 0.112628 0.113048 0.060453 0.058311 0.028443 0.024411 0.020548 0.017868 0.016652 0.015909 1.393704 -0.214137 -0.232353 -0.096182 -0.201375 -0.178661 -0.118096 -0.121917 -0.106825 -0.078834 -0.051036 -0.035456 -0.023642 -0.014203 -0.007537
2812;1745752152.144816;0.305987 0.425535 0.362119 0.372567 0.159707 0.156245 0.055429 0.076302 0.048878 0.037248 0.025396 0.020758 0.018021 0.016918 0.015760 0.022116 -0.165202 0.137935 -0.032058 -0.211551 -0.192813 -0.157244 -0.108001 -0.110876 -0.073274 -0.046999 -0.034867 -0.023273 -0.015037 -0.007672
2813;1745752152.324315;0.844075 0.417358 0.771833 0.307680 0.196033 0.113887 0.078893 0.049484 0.049257 0.024485 0.024677 0.020511 0.018769 0.017005 0.016107 0.661004 -0.015604 0.393308 -0.138570 -0.181135 -0.159850 -0.156527 -0.112581 -0.090653 -0.076252 -0.048119 -0.033262 -0.024085 -0.015677 -0.008367
2814;1745752152.510704;0.855086 0.286202 0.598438 0.288231 0.258060 0.094503 0.083108 0.073143 0.042448 0.034413 0.023540 0.021919 0.018277 0.016811 0.016286 0.713768 -0.090136 -0.139903 -0.152948 -0.173457 -0.162815 -0.144503 -0.139780 -0.098469 -0.074358 -0.048673 -0.035683 -0.023850 -0.014898 -0.007903
2815;1745752152.701387;0.253729 0.258783 0.307350 0.296252 0.176331 0.095295 0.093587 0.070761 0.057583 0.025072 0.026286 0.020109 0.018171 0.016891 0.016135 -0.160652 -0.109550 -0.257236 -0.129767 -0.226027 -0.144532 -0.127708 -0.111533 -0.098552 -0.075641 -0.048779 -0.036351 -0.023649 -0.014638 -0.007903
2816;1745752152.880288;1.324174 0.288807 0.657222 0.128340 0.260466 0.110020 0.119960 0.082763 0.047222 0.034429 0.023489 0.020011 0.016984 0.017094 0.015954 0.450971 0.067741 -0.394648 -0.194253 -0.259927 -0.201402 -0.152589 -0.136589 -0.094278 -0.068140 -0.055877 -0.035623 -0.023551 -0.014960 -0.007746
2817;1745752153.069864;0.392746 0.299206 0.219730 0.287163 0.105682 0.092606 0.064873 0.041759 0.044264 0.029628 0.024766 0.019625 0.018687 0.016578 0.016079 -0.179297 -0.010357 -0.237364 -0.159917 -0.277949 -0.170286 -0.154696 -0.128519 -0.099149 -0.070389 -0.049251 -0.034389 -0.023199 -0.014204 -0.008190
2818;1745752153.252344;0.647027 0.217417 0.636157 0.263491 0.237594 0.249501 0.064619 0.065537 0.042417 0.031234 0.023706 0.020970 0.018032 0.017054 0.016143 0.521232 -0.031522 -0.029278 -0.067604 -0.215722 -0.232208 -0.163109 -0.132636 -0.095605 -0.074021 -0.050785 -0.035322 -0.024881 -0.014976 -0.007479
2819;1745752153.431121;0.281352 0.419774 0.813828 0.219785 0.375168 0.112853 0.101515 0.063493 0.053787 0.032335 0.022884 0.020175 0.018761 0.017187 0.016386 0.151772 -0.041763 -0.628661 -0.139631 -0.321759 -0.180115 -0.172308 -0.107488 -0.111228 -0.069158 -0.049554 -0.034809 -0.022780 -0.015333 -0.008348
2820;1745752153.622044;2.017397 0.287221 0.533951 0.147990 0.241912 0.147095 0.097825 0.077040 0.049558 0.024675 0.021646 0.022683 0.018747 0.016824 0.015722 -0.756831 -0.041177 -0.547618 -0.163316 -0.203549 -0.170593 -0.143960 -0.119378 -0.095351 -0.072595 -0.051683 -0.035844 -0.022511 -0.015138 -0.007502
2821;1745752153.800498;0.177897 0.334393 0.498996 0.317392 0.290763 0.101233 0.117726 0.080590 0.036911 0.034289 0.022882 0.022661 0.017964 0.017193 0.015969 0.079212 -0.106273 -0.583431 -0.107446 -0.224950 -0.178990 -0.118441 -0.119868 -0.098335 -0.068309 -0.047528 -0.033478 -0.022918 -0.014401 -0.007520
2822;1745752153.985979;0.755388 0.177948 0.583844 0.379284 0.293963 0.155116 0.087904 0.049495 0.032612 0.035391 0.025468 0.020170 0.017646 0.017580 0.016075 -0.067214 -0.056785 -0.069375 -0.162082 -0.286726 -0.228489 -0.171934 -0.138473 -0.091187 -0.065736 -0.047497 -0.036546 -0.023653 -0.015060 -0.007643
2823;1745752154.175592;0.460788 0.349324 0.372695 0.252134 0.184472 0.124006 0.106004 0.062872 0.039326 0.035686 0.022346 0.020566 0.019068 0.017625 0.016190 0.000216 -0.051078 0.023721 -0.168667 -0.208094 -0.177595 -0.149909 -0.123108 -0.094259 -0.075264 -0.049726 -0.035103 -0.023208 -0.015018 -0.007960
2824;1745752154.362066;0.463411 0.461562 0.433263 0.264504 0.221851 0.113046 0.144399 0.085139 0.039016 0.026417 0.023974 0.021357 0.018737 0.016453 0.017012 0.330410 -0.219772 -0.141103 -0.108589 -0.255111 -0.180137 -0.184215 -0.133558 -0.092677 -0.066201 -0.046582 -0.034878 -0.024340 -0.015252 -0.008236
2825;1745752154.541794;0.722694 0.483360 0.353740 0.333134 0.244104 0.086454 0.134157 0.078686 0.036857 0.033964 0.024530 0.021491 0.019104 0.017118 0.016308 1.444303 -0.186707 -0.638470 -0.182440 -0.113061 -0.193708 -0.136795 -0.126571 -0.100571 -0.077851 -0.048470 -0.036695 -0.022803 -0.014828 -0.007128
2826;1745752154.721229;0.573204 0.572265 0.550646 0.317626 0.184105 0.128884 0.107897 0.063448 0.041447 0.024761 0.022922 0.020139 0.017818 0.017104 0.015789 0.104736 -0.130519 0.040300 -0.091926 -0.337962 -0.151328 -0.161686 -0.145177 -0.110663 -0.078160 -0.049044 -0.034283 -0.023108 -0.014862 -0.008254
2827;1745752154.907411;-0.724316 0.602939 0.176223 0.245835 0.219687 0.131682 0.112863 0.086467 0.051809 0.035146 0.025639 0.020385 0.018813 0.016410 0.016292 0.193926 -0.087765 -0.279754 -0.234678 -0.249757 -0.157139 -0.148637 -0.126053 -0.109319 -0.076995 -0.049967 -0.033625 -0.024863 -0.014828 -0.007408
2828;1745752155.086315;1.077718 0.441390 0.440546 0.234443 0.223471 0.085520 0.091518 0.056336 0.049611 0.025111 0.022539 0.019459 0.018355 0.016571 0.016137 1.668018 -0.155678 -0.194862 -0.342394 -0.166603 -0.157082 -0.115120 -0.133886 -0.094698 -0.067213 -0.050708 -0.035909 -0.022392 -0.014907 -0.007820
2829;1745752155.272999;0.130965 0.296921 0.487673 0.250087 0.324610 0.125652 0.108372 0.070066 0.047709 0.026390 0.024076 0.022450 0.018195 0.017028 0.015992 0.215813 -0.088792 -0.209608 -0.150575 -0.209145 -0.156968 -0.132106 -0.125743 -0.103974 -0.067623 -0.051753 -0.034065 -0.024196 -0.015262 -0.008164
2830;1745752155.479888;0.712121 0.267410 0.702787 0.353842 0.319931 0.142627 0.099486 0.070263 0.041924 0.032680 0.026203 0.018205 0.018654 0.016801 0.016121 -0.044963 -0.049187 -0.103026 -0.136469 -0.184188 -0.172017 -0.132478 -0.143310 -0.114408 -0.072914 -0.047956 -0.036568 -0.023476 -0.014838 -0.007250
2831;1745752155.665181;-0.096212 0.389715 0.414356 0.374420 0.294887 0.108397 0.080039 0.065554 0.042460 0.030758 0.025270 0.021925 0.018748 0.016887 0.016394 0.378672 -0.459739 -0.007132 -0.120811 -0.049724 -0.168874 -0.151161 -0.100754 -0.111216 -0.073621 -0.045449 -0.035178 -0.024753 -0.015015 -0.008233
2832;1745752155.843715;0.472269 2.303798 0.314492 0.235605 0.172281 0.123483 0.092025 0.074140 0.036333 0.032708 0.025648 0.020923 0.018622 0.017310 0.016684 0.027452 -1.300397 -0.178942 -0.126668 -0.252361 -0.180307 -0.133378 -0.118442 -0.095980 -0.077241 -0.051065 -0.036423 -0.022818 -0.015379 -0.007836
2833;1745752156.022955;0.151077 1.865773 0.304299 0.232468 0.188164 0.131947 0.069955 0.068164 0.044358 0.033552 0.023867 0.019869 0.018671 0.017005 0.016421 0.194703 -0.080660 -0.241298 -0.198074 -0.238592 -0.159650 -0.160157 -0.122041 -0.098492 -0.075083 -0.046974 -0.034884 -0.023623 -0.014564 -0.007939
2834;1745752156.207377;0.080158 0.434565 0.490172 0.445380 0.278487 0.142062 0.080594 0.075442 0.058123 0.036131 0.022764 0.017837 0.017825 0.017075 0.016095 0.605008 -0.152499 -0.728496 -0.150482 -0.249126 -0.160018 -0.137021 -0.114988 -0.114438 -0.075708 -0.052757 -0.035513 -0.024010 -0.014923 -0.008205
2835;1745752156.395219;0.648765 0.308946 0.349952 0.276854 0.244156 0.107440 0.082789 0.062439 0.042780 0.035927 0.025058 0.020402 0.019253 0.016414 0.015820 0.134544 0.012784 -0.038434 -0.171177 -0.193971 -0.135011 -0.135930 -0.121045 -0.103056 -0.073293 -0.051052 -0.035037 -0.025097 -0.014736 -0.008431
2836;1745752156.579227;0.775783 0.342937 0.356878 0.188790 0.364513 0.162784 0.099049 0.066824 0.051408 0.029597 0.023773 0.019437 0.017551 0.016483 0.017293 0.499670 -0.319342 -0.229464 -0.184445 -0.159101 -0.125011 -0.135613 -0.112871 -0.086501 -0.065582 -0.049875 -0.033302 -0.023271 -0.015479 -0.007989
2837;1745752156.759451;0.651763 0.274656 0.277064 0.322671 0.112842 0.089223 0.098616 0.050228 0.050492 0.039408 0.021332 0.022126 0.018821 0.016976 0.015924 -0.600279 -0.050383 -0.012989 -0.106037 -0.197379 -0.158293 -0.113651 -0.116961 -0.099619 -0.080223 -0.046861 -0.033929 -0.023041 -0.015262 -0.008306
2838;1745752156.960450;0.623143 0.188602 1.329851 0.274213 0.227241 0.121478 0.090013 0.047972 0.039986 0.035409 0.020621 0.018869 0.018383 0.016737 0.016140 0.835785 -0.472463 1.133207 -0.108223 -0.189347 -0.193887 -0.135177 -0.163993 -0.116798 -0.066535 -0.049551 -0.034261 -0.023142 -0.015244 -0.008078
2839;1745752157.143505;0.270885 0.351695 0.471954 0.359155 0.263971 0.083172 0.085894 0.084338 0.046199 0.029524 0.024175 0.021232 0.018729 0.017115 0.016669 0.319384 -0.080831 -0.318520 -0.282473 -0.187796 -0.221359 -0.160516 -0.129995 -0.101174 -0.071239 -0.049305 -0.034278 -0.023549 -0.015352 -0.007866
2840;1745752157.346477;0.521546 0.307640 0.868490 0.251346 0.388058 0.094667 0.060710 0.083063 0.045852 0.032757 0.028812 0.019934 0.016903 0.017042 0.016170 -0.012088 -0.211089 0.028316 -0.322816 -0.376783 -0.264646 -0.146528 -0.113494 -0.098542 -0.062678 -0.051910 -0.036014 -0.024016 -0.014878 -0.007267
2841;1745752157.523458;0.254334 0.420659 0.332284 0.388827 0.282781 0.170784 0.079425 0.080899 0.049851 0.028598 0.023467 0.020197 0.017836 0.016610 0.015987 -0.139962 -0.233033 -0.231324 -0.170436 -0.162082 -0.200258 -0.152228 -0.142038 -0.119942 -0.075816 -0.049754 -0.035646 -0.023119 -0.014795 -0.008005
2842;1745752157.705698;0.665345 0.560552 0.437746 0.287278 0.252399 0.141871 0.064257 0.047059 0.058018 0.027791 0.023844 0.021506 0.018486 0.016983 0.016391 0.164537 -0.063516 -0.177268 -0.132490 -0.425650 -0.199440 -0.142410 -0.114326 -0.108845 -0.073997 -0.054368 -0.035088 -0.022891 -0.014971 -0.007852
2843;1745752157.892941;0.129266 0.277714 0.502842 0.266764 0.211341 0.181773 0.121605 0.049206 0.053324 0.029794 0.026204 0.019038 0.017583 0.016729 0.016425 0.133037 -0.216242 -0.121684 -0.056391 -0.085359 -0.201917 -0.188868 -0.143099 -0.095138 -0.062762 -0.045965 -0.035078 -0.023635 -0.014640 -0.007482
2844;1745752158.070652;2.367793 0.095604 0.365403 0.249441 0.132531 0.117976 0.106335 0.042582 0.047152 0.031246 0.026006 0.020116 0.017181 0.017093 0.015872 2.762384 -0.206729 -0.043759 -0.138420 -0.312323 -0.168842 -0.116393 -0.117792 -0.093756 -0.080617 -0.047441 -0.033840 -0.023696 -0.014799 -0.007510
2845;1745752158.249693;0.271615 0.365563 0.447012 0.312070 0.271466 0.160155 0.106869 0.070221 0.054333 0.030584 0.024391 0.019907 0.018258 0.016385 0.016591 -0.123018 -0.132171 -0.279636 -0.079584 -0.154899 -0.169263 -0.187766 -0.124747 -0.100555 -0.073267 -0.050816 -0.034804 -0.023382 -0.015112 -0.008069
2846;1745752158.430169;0.809899 0.353178 0.359345 0.276212 0.216663 0.136270 0.084474 0.065259 0.048750 0.036764 0.025942 0.020004 0.018043 0.017079 0.016137 -0.638790 -0.231637 0.069357 -0.208445 -0.265029 -0.192138 -0.161085 -0.126093 -0.092427 -0.073076 -0.048381 -0.036010 -0.023838 -0.015733 -0.007159
2847;1745752158.617977;0.490471 0.592981 0.268303 0.326495 0.185869 0.171020 0.103585 0.031207 0.044028 0.025469 0.023854 0.020461 0.018188 0.016655 0.016731 -0.005572 -0.212799 -0.198190 -0.184728 -0.141683 -0.195575 -0.124662 -0.141954 -0.100166 -0.069602 -0.050594 -0.036592 -0.023373 -0.015179 -0.007537
2848;1745752158.798936;0.409737 0.256580 0.675584 0.275051 0.229323 0.124134 0.076578 0.079973 0.048378 0.035501 0.023691 0.019289 0.018425 0.016404 0.015852 0.540931 0.379559 -0.132439 -0.182739 -0.313275 -0.198164 -0.132995 -0.124426 -0.101965 -0.068190 -0.052619 -0.035311 -0.023867 -0.014791 -0.008009
2849;1745752158.981506;0.136451 0.414516 0.168866 0.320227 0.189815 0.073983 0.114709 0.058203 0.044961 0.028509 0.022876 0.020589 0.017612 0.017266 0.016294 0.309730 0.039150 -0.285949 -0.144196 -0.234583 -0.199067 -0.174296 -0.138466 -0.106629 -0.076406 -0.048717 -0.034086 -0.022700 -0.015588 -0.007536
2850;1745752159.170849;0.720749 0.290556 0.791914 0.242693 0.281146 0.118895 0.102785 0.079239 0.047326 0.028200 0.024625 0.020642 0.017404 0.016758 0.016673 -0.065911 -0.067131 0.304845 -0.157535 -0.343910 -0.175208 -0.161433 -0.149653 -0.094554 -0.068927 -0.050629 -0.035148 -0.023693 -0.015601 -0.008256
2851;1745752159.351416;0.373658 0.419379 0.317777 0.253448 0.240383 0.109566 0.081235 0.074753 0.038403 0.034207 0.023617 0.022317 0.018250 0.017108 0.016314 -0.186564 -0.104960 0.113470 -0.095953 -0.084680 -0.218873 -0.169417 -0.143845 -0.101261 -0.071101 -0.050804 -0.035752 -0.023462 -0.015122 -0.007916
2852;1745752159.526752;0.346094 0.319951 0.569774 0.203278 0.263123 0.206123 0.084206 0.057521 0.048646 0.033844 0.027153 0.021473 0.018630 0.016866 0.016281 0.149750 -0.024108 -0.240634 -0.200762 -0.194611 -0.172926 -0.150959 -0.109708 -0.117542 -0.071480 -0.053522 -0.034164 -0.023067 -0.014962 -0.008410
2853;1745752159.711513;-0.020172 0.380391 0.289789 0.330655 0.169771 0.152675 0.087776 0.083731 0.044705 0.029770 0.025456 0.021445 0.018158 0.016731 0.016644 0.356741 -0.095995 -0.100290 -0.245958 -0.310729 -0.232056 -0.146700 -0.103035 -0.098398 -0.072320 -0.048156 -0.034464 -0.023270 -0.014789 -0.007942
2854;1745752159.905652;0.524490 0.357726 0.493643 0.156671 0.225554 0.171386 0.069875 0.061559 0.035509 0.028973 0.024116 0.022866 0.018686 0.016739 0.015682 -0.049180 0.089664 -0.070236 -0.197475 -0.297864 -0.174337 -0.153160 -0.136191 -0.120899 -0.071351 -0.050051 -0.034463 -0.023506 -0.015337 -0.007093
2855;1745752160.087820;0.286765 0.583710 0.543554 0.367939 0.143073 0.209107 0.094302 0.075466 0.051405 0.030326 0.021900 0.020641 0.017967 0.016921 0.015987 0.157888 -0.280226 -0.336761 0.004108 -0.236007 -0.153035 -0.142008 -0.110785 -0.090777 -0.072458 -0.050339 -0.034040 -0.024540 -0.014859 -0.007852
2856;1745752160.272536;2.422367 0.374270 0.626541 0.203849 0.281745 0.145931 0.065775 0.070998 0.036093 0.028102 0.023329 0.018510 0.019314 0.017025 0.015671 -0.180388 -0.056574 0.021875 -0.217341 -0.197581 -0.156462 -0.121153 -0.124063 -0.093856 -0.072953 -0.050019 -0.035297 -0.023550 -0.014886 -0.008111
2857;1745752160.453418;0.157943 0.433677 0.819460 0.283343 0.331444 0.107147 0.114057 0.053787 0.051499 0.032321 0.022812 0.020105 0.018079 0.017702 0.016641 0.620157 -0.206423 -0.427011 -0.081616 -0.333517 -0.192211 -0.171443 -0.133271 -0.094380 -0.078053 -0.049507 -0.035650 -0.023282 -0.015323 -0.007422
2858;1745752160.643173;0.334731 0.371049 0.558113 0.291920 0.256273 0.089609 0.079505 0.064331 0.047718 0.032273 0.023245 0.020462 0.018426 0.017292 0.016617 0.045334 -0.192911 0.067012 -0.148406 -0.185745 -0.177733 -0.171650 -0.133493 -0.099518 -0.080110 -0.051022 -0.033307 -0.024237 -0.014753 -0.007870
2859;1745752160.831303;0.637026 0.578886 0.355351 0.220939 0.247616 0.139480 0.081189 0.080449 0.040061 0.030942 0.025002 0.020025 0.017921 0.016926 0.016036 0.637633 -0.039079 -0.351119 -0.165735 -0.337285 -0.139993 -0.141819 -0.109823 -0.090910 -0.068861 -0.049837 -0.035887 -0.024110 -0.015180 -0.007366
2860;1745752161.030530;0.899034 0.364379 1.857449 0.221518 0.196031 0.109196 0.108702 0.067549 0.050903 0.031141 0.024121 0.020016 0.017561 0.016423 0.016481 0.052222 -0.158512 -0.412712 -0.167960 -0.198036 -0.191160 -0.184537 -0.124742 -0.084454 -0.074165 -0.049231 -0.033448 -0.023681 -0.014860 -0.007025
2861;1745752161.209502;-0.087026 0.362092 0.411829 0.314764 0.165252 0.101740 0.068380 0.048001 0.045862 0.030486 0.024707 0.022391 0.017503 0.017157 0.015638 0.710577 -0.430607 -0.491254 -0.092186 -0.239962 -0.142462 -0.138542 -0.125452 -0.091210 -0.070529 -0.048913 -0.034632 -0.023807 -0.014660 -0.007705
2862;1745752161.396025;0.436881 0.436089 0.555040 0.229096 0.288467 0.107680 0.123734 0.089561 0.048950 0.032748 0.026786 0.020291 0.018808 0.017086 0.016525 0.218671 0.057217 -1.486043 -0.112089 -0.087264 -0.171309 -0.159046 -0.111635 -0.095541 -0.069499 -0.051813 -0.035409 -0.022925 -0.014766 -0.007500
2863;1745752161.576912;0.699655 0.312629 0.309173 0.272081 0.207237 0.150079 0.087017 0.083642 0.038228 0.034411 0.022090 0.019261 0.018511 0.016587 0.016348 0.178139 -0.059209 0.415677 -0.050516 -0.216991 -0.146275 -0.118851 -0.133110 -0.102281 -0.064914 -0.052195 -0.036002 -0.023468 -0.015279 -0.008123
2864;1745752161.770751;0.238942 0.397000 -1.403503 0.320961 0.274544 0.114185 0.104151 0.066692 0.039793 0.032342 0.023633 0.021623 0.017978 0.016671 0.016860 0.200175 -0.067272 1.344999 -0.137050 -0.165689 -0.178969 -0.154430 -0.094245 -0.095011 -0.062666 -0.050719 -0.034903 -0.023090 -0.014705 -0.007226
2865;1745752161.974751;1.692977 0.458347 0.481637 0.215998 0.202962 0.069758 0.098125 0.085872 0.050502 0.028001 0.023448 0.022548 0.017772 0.016810 0.015737 6.253219 -0.174703 0.493369 -0.202080 -0.226909 -0.147249 -0.159932 -0.124665 -0.097071 -0.075806 -0.052771 -0.035812 -0.023462 -0.015208 -0.007905
2866;1745752162.159838;0.493907 0.468361 1.027872 0.162625 0.278967 0.143102 0.080351 0.065209 0.039013 0.030176 0.025514 0.021370 0.018046 0.016996 0.016192 -0.414072 0.043603 -1.546237 -0.068195 -0.207995 -0.223100 -0.119895 -0.153413 -0.098191 -0.076512 -0.049585 -0.034575 -0.023520 -0.015046 -0.008278
2867;1745752162.356359;0.185121 0.455058 0.936131 0.246041 0.334704 0.095377 0.098376 0.067807 0.045842 0.035115 0.025125 0.022035 0.018576 0.017188 0.016095 0.338994 0.064665 -0.206314 -0.116571 -0.222450 -0.235816 -0.166463 -0.132393 -0.097234 -0.069836 -0.051772 -0.036452 -0.023463 -0.014642 -0.009019
2868;1745752162.549866;0.399966 0.412878 0.310379 0.292581 0.178638 0.100487 0.087316 0.069886 0.033203 0.038482 0.026128 0.020161 0.017527 0.017076 0.016242 -0.014196 -0.159162 0.000400 -0.072641 -0.225276 -0.175578 -0.133527 -0.140794 -0.100797 -0.074023 -0.051461 -0.035849 -0.023274 -0.015199 -0.007929
2869;1745752162.732162;0.224788 0.513568 0.234499 0.284293 0.164565 0.038067 0.099845 0.078354 0.041900 0.036468 0.024888 0.022129 0.017180 0.017030 0.015908 -0.019349 -0.013294 -0.181169 -0.228944 -0.336830 -0.193637 -0.146686 -0.144923 -0.088406 -0.072227 -0.050809 -0.032677 -0.022587 -0.014662 -0.007868
2870;1745752162.940388;0.692587 0.403486 0.368882 0.241478 0.319406 0.173221 0.078456 0.061917 0.052318 0.032805 0.023589 0.019630 0.018578 0.016092 0.016316 -0.084806 0.020677 0.040297 -0.160076 -0.176827 -0.214198 -0.143264 -0.113511 -0.087087 -0.073704 -0.048314 -0.036243 -0.023338 -0.015163 -0.007263
2871;1745752163.110973;0.296342 0.383006 0.257960 0.234652 0.215466 0.138504 0.070814 0.066265 0.049220 0.033927 0.022904 0.021411 0.018060 0.017006 0.016331 0.127598 -0.226164 -0.215390 -0.224988 -0.250795 -0.178460 -0.163577 -0.123245 -0.090516 -0.069873 -0.048910 -0.033051 -0.023881 -0.015301 -0.007744
2872;1745752163.293823;0.019916 -0.162789 0.362194 0.278683 0.268929 0.116446 0.099205 0.067804 0.055672 0.031757 0.027455 0.020011 0.018782 0.017337 0.015639 0.190525 -1.062041 -0.530462 -0.003403 -0.221314 -0.170864 -0.149986 -0.114802 -0.111973 -0.075276 -0.047253 -0.034440 -0.024105 -0.014955 -0.007425
2873;1745752163.479683;0.542058 0.352657 0.516199 0.312487 0.147049 0.133689 0.063420 0.047706 0.039279 0.027674 0.021442 0.020383 0.018291 0.016925 0.016287 0.061126 -0.102710 -0.194747 -0.150214 -0.218285 -0.201797 -0.130016 -0.118303 -0.095998 -0.072681 -0.052619 -0.035840 -0.023852 -0.015343 -0.007974
2874;1745752163.661992;1.611372 0.453531 0.256302 0.331383 0.256228 0.129587 0.075625 0.060485 0.044225 0.033554 0.021945 0.020733 0.018044 0.017246 0.016475 4.069397 0.093634 -0.327446 -0.131287 -0.238471 -0.122121 -0.156402 -0.129276 -0.100154 -0.071792 -0.048796 -0.034215 -0.024040 -0.015313 -0.008379
2875;1745752163.842063;0.581290 0.422546 0.999993 0.430642 0.304636 0.126027 0.076238 0.072214 0.040027 0.036540 0.023812 0.021176 0.017957 0.016822 0.015664 0.017596 -0.434660 0.083325 -0.174583 -0.282660 -0.185405 -0.130306 -0.143994 -0.097242 -0.072839 -0.050341 -0.037713 -0.023439 -0.014586 -0.007150
2876;1745752164.047330;0.041417 0.439750 0.197064 0.352733 0.253067 0.150788 0.098828 0.067077 0.051974 0.029839 0.026231 0.019685 0.017799 0.017188 0.016428 0.196484 -0.140476 -0.262180 -0.069478 -0.183732 -0.184905 -0.132693 -0.134603 -0.100074 -0.081852 -0.049761 -0.036271 -0.024094 -0.014728 -0.007696
